-0.0532755032, 0.532755017, -0.0783272460
-0.0534645393, 0.534645379, -0.0534645393
-0.0535746291, 0.535746276, -0.0357973017
-0.0534645393, 0.534645379, -0.0534645393
-0.0536374375, 0.536374390, -0.0222174190
-0.0535746329, 0.535746276, -0.0357973017
-0.0536702909, 0.536702871, -0.0106757591
-0.0536374375, 0.536374390, -0.0222174171
-0.0536805466, 0.536805451, 0.000000000
-0.0536702871, 0.536702871, -0.0106757591
-0.0536702909, 0.536702871, 0.0106757591
-0.0536805503, 0.536805451, 0.000000000
-0.0536374375, 0.536374390, 0.0222174190
-0.0536702871, 0.536702871, 0.0106757591
-0.0535746291, 0.535746276, 0.0357973017
-0.0536374375, 0.536374390, 0.0222174171
-0.0534645393, 0.534645379, 0.0534645393
-0.0535746329, 0.535746276, 0.0357973017
-0.0534645393, 0.534645379, 0.0534645393
-0.0532755032, 0.532755017, 0.0783272460
-0.00548562128, 0.0548562333, -0.555635452
-0.00561519712, 0.0561520010, -0.499313921
-0.00548562407, 0.0548562333, -0.555635452
-0.00547789782, 0.0547790006, -0.558992445
-0.00560814142, 0.0560814478, 0.502380371
-0.00561519573, 0.0561520010, 0.499313831
-0.00560814096, 0.0560814478, 0.502380371
-0.00547789782, 0.0547790006, 0.558991373
-0.0137578547, 0.137578607, 0.478530109
-0.0150953950, 0.150953993, 0.475116283
-0.0137578575, 0.137578607, 0.478530109
-0.00561519712, 0.0561520010, 0.499313831
-0.0220495239, 0.220495313, 0.453336954
-0.0242113024, 0.242112994, 0.446566224
-0.0220495332, 0.220495299, 0.453336954
-0.0150953978, 0.150953993, 0.475116283
-0.0242113024, 0.242112994, 0.446566224
-0.0270996280, 0.270996243, 0.430843323
-0.0326125994, 0.326126009, 0.400832772
-0.0270996206, 0.270996213, 0.430843323
-0.0326126032, 0.326126009, 0.400832772
-0.0366371982, 0.366371989, 0.367407799
-0.0399764031, 0.399764001, 0.339674890
-0.0366371982, 0.366371989, 0.367407799
-0.0399763994, 0.399764001, 0.339674890
-0.0451578647, 0.451578647, 0.276028246
-0.0460196994, 0.460197002, 0.265441835
-0.0451578647, 0.451578647, 0.276028246
-0.0474497043, 0.474497050, 0.238547534
-0.0460196994, 0.460197002, 0.265441835
-0.0520272031, 0.520272017, 0.125605598
-0.0505102985, 0.505102992, 0.178071082
-0.0474497043, 0.474497050, 0.238547534
-0.0505102985, 0.505102992, 0.178071082
-0.0531966165, 0.531966150, 0.0814775154
-0.0532441027, 0.532441020, 0.0796857029
-0.0531966202, 0.531966150, 0.0814775229
-0.0520271994, 0.520272017, 0.125605583
-0.0532440990, 0.532441020, 0.0796857029
-0.0532755032, 0.532755017, 0.0783272460
-0.0532549471, 0.532549441, -0.0792165101
-0.0532441027, 0.532441020, -0.0796857029
-0.0526021644, 0.526021719, -0.103909165
-0.0520272031, 0.520272017, -0.125605598
-0.0526021719, 0.526021659, -0.103909172
-0.0532440990, 0.532441020, -0.0796857029
